CustServ.custcare_Mean,CustServ.ccrndmou_Mean,CustServ.cc_mou_Mean
8.666666667,16.66666667,12.03
0.333333333,0.333333333,0.123333333
0.333333333,1,0.673333333
0,0,0
0,0,0
0,0,0
0,0,0
2,22.33333333,21.32666667
0,0,0
4,6.666666667,4.1
3,18.66666667,17.97666667
0,0,0
0,0,0
0,0,0
1.333333333,1.333333333,0.096666667
0,0,0
0.333333333,0.333333333,0.226666667
0,0,0
0.333333333,0.333333333,0.083333333
0,0,0
5,69.66666667,67.05666667
0.666666667,2.666666667,2.1
3.666666667,5.666666667,3.9
5.333333333,5.333333333,0.626666667
2.333333333,2.333333333,1.393333333
0,0,0
0,0,0
0,0,0
0,0,0
2.333333333,11.33333333,10.15666667
0,0,0
0.333333333,3,2.743333333
0,0,0
3,13.33333333,12.05333333
0.666666667,5.333333333,4.926666667
1,1,0.34
0,0,0
12.33333333,13.33333333,8.223333333
0,0,0
0.333333333,0.333333333,0.066666667
0,0,0
1.333333333,2.666666667,1.546666667
6,19,15.32333333
0,0,0
1.333333333,1.333333333,1.033333333
5.333333333,18.66666667,14.76666667
0,0,0
0.666666667,1.333333333,0.983333333
0,0,0
0,0,0
0,0,0
2.666666667,4,2.3
1,2,1.506666667
0,0,0
3,4.666666667,2.843333333
0,0,0
0,0,0
1,9.333333333,8.883333333
16,41.66666667,31.42666667
0,0,0
0,0,0
0.666666667,4.333333333,3.9
0.666666667,0.666666667,0.43
5.333333333,13,9.38
2.333333333,11.66666667,10.66
0,0,0
0.666666667,2,1.926666667
0.333333333,1,0.86
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,3.666666667,3.356666667
0,0,0
12,15,11.03666667
0,0,0
0,0,0
0,0,0
1.666666667,3.666666667,2.746666667
1.333333333,2,1.003333333
4,7.666666667,5.586666667
0,0,0
0,0,0
0,0,0
0.666666667,3,2.643333333
0,0,0
3.333333333,7,5.25
0.666666667,1,0.573333333
0,0,0
23.33333333,31.33333333,21.02333333
0.666666667,0.666666667,0.166666667
8.333333333,16.33333333,10.75
0,0,0
0,0,0
0,0,0
0,0,0
1,1,0.816666667
0,0,0
1.666666667,2.333333333,1.683333333
0,0,0
0.666666667,3.333333333,2.923333333
4.333333333,7.333333333,4.62
0,0,0
0.333333333,2.666666667,2.5
0,0,0
0,0,0
0,0,0
0.666666667,1.333333333,0.89
6.333333333,28,24.07
0,0,0
2.333333333,9.666666667,8.326666667
0.333333333,1,0.873333333
0,0,0
17,63.33333333,55.12
0,0,0
0,0,0
0,0,0
0.333333333,0.333333333,0.093333333
0,0,0
2.333333333,3,2.116666667
0,0,0
0,0,0
0.333333333,0.666666667,0.483333333
7.333333333,16,13.15333333
12.33333333,40,34.60666667
0.333333333,7.666666667,7.41
0,0,0
1.666666667,9,8.483333333
0,0,0
0,0,0
0,0,0
0,0,0
4,11,9.3
0,0,0
1,1.333333333,0.883333333
0.333333333,3,2.906666667
0,0,0
0,0,0
0,0,0
0.333333333,1.333333333,1.173333333
0,0,0
0.333333333,0.666666667,0.493333333
0,0,0
0,0,0
0,0,0
0.666666667,3,2.593333333
0,0,0
4.666666667,6.333333333,4.16
0,0,0
2.666666667,4,2.36
0.666666667,1,0.546666667
11.33333333,35,30.85333333
2,3,2.15
0,0,0
0,0,0
8,9,6.083333333
0,0,0
1,1,0.413333333
0,0,0
0,0,0
3.666666667,6,4.286666667
0,0,0
0.333333333,0.666666667,0.393333333
0,0,0
0,0,0
0,0,0
4.666666667,26,23.74
2.666666667,2.666666667,0.336666667
1.333333333,2,1.58
0,0,0
18,38.66666667,27.21333333
0,0,0
3,55,52.89666667
2.666666667,8,6.493333333
0,0,0
0,0,0
0,0,0
1,1,0.183333333
3.666666667,5.666666667,3.36
0,0,0
0,0,0
0.666666667,2.333333333,2.046666667
3.333333333,5,3.64
1.333333333,4.333333333,3.466666667
0.666666667,0.666666667,0.1
0.666666667,0.666666667,0.473333333
3.333333333,6.333333333,4.97
0,0,0
3.666666667,6,3.773333333
1.333333333,8.666666667,7.79
0.666666667,0.666666667,0.066666667
0,0,0
0,0,0
3.333333333,11.33333333,9.073333333
6,7,3.776666667
1.666666667,2.333333333,1.806666667
0,0,0
1.333333333,3.666666667,2.766666667
0.333333333,5,4.973333333
3.333333333,19.66666667,17.69666667
5.666666667,6.333333333,3.846666667
10.66666667,16.66666667,9.92
0,0,0
0,0,0
0,0,0
0.666666667,1,0.473333333
4.333333333,9.333333333,6.44
7.666666667,32.66666667,28.01
1.666666667,5.666666667,4.163333333
0,0,0
20.33333333,26.66666667,16.96666667
16.66666667,35.33333333,26.39
0,0,0
0.666666667,6.666666667,6.19
0,0,0
10.33333333,19.33333333,14.36333333
0,0,0
0.333333333,0.333333333,0.216666667
0,0,0
1.666666667,9.333333333,8.523333333
0,0,0
0,0,0
0,0,0
3.333333333,19.66666667,17.49
0,0,0
4.666666667,9,7.056666667
0.666666667,4,3.726666667
1,5.333333333,4.613333333
0,0,0
0.666666667,0.666666667,0.466666667
0,0,0
0,0,0
0.333333333,11.66666667,11.34333333
0,0,0
0,0,0
1.333333333,2.333333333,1.673333333
1.333333333,3.333333333,3.2
0,0,0
7.666666667,9.333333333,5.4
0.666666667,10.66666667,10.31333333
0,0,0
0,0,0
0,0,0
12.66666667,36.33333333,30.28333333
0.666666667,1.666666667,1.14
1.333333333,1.666666667,1.01
0,0,0
1.333333333,2.333333333,1.75
0,0,0
3.666666667,6.666666667,5.043333333
1,1.666666667,0.966666667
30,45.66666667,31.33666667
0,0,0
0.333333333,6.333333333,6.09
0,0,0
0,0,0
0,0,0
1.333333333,6,5.383333333
0,0,0
0.333333333,0.333333333,0.076666667
1.666666667,2.666666667,2.25
3,11,9.533333333
0,0,0
0,0,0
1.666666667,5,4.116666667
0,0,0
10.66666667,57.33333333,51.43666667
13.66666667,16.33333333,10.36333333
0.333333333,1.333333333,1.31
0,0,0
0,0,0
0,0,0
0,0,0
10,12.33333333,7
0,0,0
12,32,24.34
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,0.666666667,0.426666667
0.333333333,1.333333333,1.26
2.666666667,11.33333333,9.673333333
2.333333333,2.666666667,1.376666667
0.333333333,0.666666667,0.556666667
0,0,0
0,0,0
0,0,0
0,0,0
1.333333333,1.333333333,0.41
0,0,0
0,0,0
6,31,28.07
0,0,0
3.333333333,7,5.57
0.666666667,1.333333333,0.836666667
0,0,0
0,0,0
27,103.6666667,89.43333333
0,0,0
2.333333333,2.333333333,1.8
1.333333333,2,1.5
1,19,18.71
11.33333333,33.33333333,27.06333333
39,51.33333333,30.6
1.333333333,1.333333333,0.303333333
3,4,1.82
5.333333333,25,22.38
0,0,0
2,2.666666667,2.02
0,0,0
0.333333333,0.333333333,0.183333333
2,4.333333333,3.333333333
0,0,0
1,1,0.75
1,13,12.40333333
0.666666667,2.666666667,2.376666667
0,0,0
0,0,0
0,0,0
14,32.66666667,22.57333333
0,0,0
1,2.333333333,1.716666667
0,0,0
7.666666667,8.333333333,4.333333333
0,0,0
0,0,0
0.333333333,0.666666667,0.543333333
0,0,0
0.666666667,8,7.783333333
3.333333333,4.333333333,3.036666667
0,0,0
0.333333333,0.333333333,0.29
0,0,0
0,0,0
2.333333333,11.33333333,9.726666667
0,0,0
1.333333333,12,11.38
1.666666667,6.666666667,6.056666667
0,0,0
0.333333333,0.333333333,0.073333333
0,0,0
0,0,0
0,0,0
1.333333333,4.666666667,3.91
1.333333333,2,1.28
0,0,0
0,0,0
0.666666667,0.666666667,0.446666667
0,0,0
0,0,0
0.666666667,2.333333333,1.84
0,0,0
0,0,0
0.333333333,0.333333333,0.076666667
0.666666667,2.333333333,2.083333333
0.666666667,1.333333333,0.72
0,0,0
3.666666667,5.666666667,4.213333333
0,0,0
0,0,0
1,5.666666667,5.01
0,0,0
0.333333333,0.333333333,0.026666667
0,0,0
0,0,0
6,7,4.043333333
0,0,0
0,0,0
4,12.33333333,10.31
0,0,0
0,0,0
0,0,0
0,0,0
1.333333333,1.333333333,0.13
6.666666667,7.333333333,4.436666667
4.333333333,7,5.51
0,0,0
2,4.333333333,3.093333333
1,1.333333333,0.636666667
6.333333333,30,26.72
2.333333333,21.33333333,20.20333333
0,0,0
2,2,1.146666667
3.333333333,8,5.95
0.333333333,0.333333333,0.183333333
14.66666667,19.33333333,9.01
0,0,0
0,0,0
4.666666667,15,12.91666667
0,0,0
0,0,0
0.666666667,0.666666667,0.073333333
1,1,0.556666667
0.666666667,1,0.493333333
0.666666667,1,0.8
4.666666667,4.666666667,3.083333333
0,0,0
0,0,0
30.66666667,54,39.39333333
0.333333333,3,2.783333333
0.666666667,4.666666667,4.233333333
0.666666667,2.333333333,1.85
5.333333333,6.333333333,1.846666667
15.66666667,43.33333333,34.39666667
0,0,0
0,0,0
0,0,0
0.666666667,1.333333333,0.993333333
0,0,0
0,0,0
0,0,0
0,0,0
1,2,1.346666667
0,0,0
0.666666667,3.666666667,3.35
0,0,0
0,0,0
0.333333333,3.333333333,3.01
0,0,0
2,20.66666667,19.92666667
3,4,1.653333333
6.333333333,27,23.69
2.666666667,13,11.64
0,0,0
1.666666667,1.666666667,0.466666667
2.333333333,6.666666667,5.03
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3,4,2.356666667
1.666666667,7,6.51
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,0.333333333,0.206666667
0.666666667,4,3.486666667
0,0,0
4.666666667,8.666666667,5.91
0,0,0
0,0,0
0,0,0
2,2,1.203333333
0.666666667,0.666666667,0.5
0,0,0
0,0,0
1,2,1.34
0,0,0
0.333333333,1,0.96
2.666666667,8,6.87
0.666666667,1.666666667,1.183333333
3.666666667,4.333333333,2.79
0,0,0
0,0,0
1,27.33333333,26.97333333
0.666666667,1,0.84
0,0,0
0,0,0
0.333333333,0.333333333,0.04
0.333333333,0.666666667,0.4
0,0,0
0,0,0
0,0,0
5,5,3.133333333
0,0,0
3.666666667,5.333333333,3.503333333
2.666666667,3,1.916666667
5.333333333,5.333333333,3.793333333
0.333333333,0.333333333,0.143333333
0,0,0
4.333333333,11.66666667,9.453333333
1.333333333,1.666666667,0.986666667
2,2.333333333,1.086666667
4.666666667,6.666666667,4.666666667
0,0,0
4.333333333,4.333333333,0.48
0,0,0
3.666666667,7,5.306666667
9.333333333,14.33333333,7.366666667
0,0,0
4.666666667,19,16.16
0.333333333,0.333333333,0.143333333
4,6,2.956666667
0,0,0
0,0,0
5,19.66666667,16.69
0,0,0
2,4.666666667,3.533333333
0,0,0
3,37,35.42333333
0,0,0
0,0,0
2,2.666666667,1.25
0,0,0
0,0,0
0,0,0
1,1,0.763333333
0,0,0
9,19.66666667,14.92
0,0,0
0,0,0
0,0,0
0,0,0
0.666666667,0.666666667,0.266666667
2.333333333,3.333333333,2.3
0.666666667,3.666666667,3.276666667
0,0,0
3.333333333,4.333333333,2.72
0,0,0
2.333333333,19.66666667,18.24333333
1.333333333,3.333333333,2.616666667
0,0,0
0,0,0
2.666666667,8.333333333,6.706666667
0,0,0
0,0,0
1.333333333,3.666666667,2.946666667
0.333333333,0.333333333,0.2
0,0,0
0,0,0
2,3,1.743333333
0,0,0
0,0,0
10.33333333,16.33333333,11.55333333
1,1,0.666666667
0.666666667,4.333333333,4.153333333
1.666666667,2,1.143333333
2,3.666666667,2.66
0,0,0
3.333333333,6.333333333,3.7
0,0,0
1.333333333,4.333333333,3.413333333
10.66666667,18.33333333,10.40333333
8.666666667,8.666666667,0.873333333
0,0,0
0,0,0
1,2,1.573333333
0,0,0
0,0,0
0,0,0
3.333333333,6.666666667,4.903333333
0,0,0
0,0,0
0,0,0
0.333333333,0.333333333,0.106666667
2.666666667,3,1.663333333
0,0,0
1.333333333,4.333333333,3.953333333
7.333333333,38,33.92333333
0,0,0
0,0,0
0.666666667,1,0.623333333
0,0,0
0,0,0
0.666666667,1.333333333,0.876666667
0,0,0
1.333333333,25,24.60333333
4.666666667,16.66666667,13.86666667
5.666666667,6,1.716666667
11.66666667,19.33333333,13.89666667
0,0,0
1.666666667,1.666666667,0.393333333
0,0,0
2.666666667,8.333333333,6.413333333
0.333333333,1.666666667,1.59
4,22.33333333,19.75666667
0,0,0
0,0,0
0,0,0
0,0,0
5.666666667,7,4.223333333
1.333333333,3.666666667,2.703333333
1.333333333,6.666666667,6.09
0,0,0
5.333333333,6,4.4
1,1,0.496666667
1,1.666666667,1.486666667
2.333333333,2.666666667,1.443333333
2.666666667,5.666666667,3.97
0,0,0
16.33333333,20.66666667,10.00333333
1.333333333,1.333333333,0.78
1,2.333333333,1.57
0,0,0
1.333333333,2,1.043333333
3.666666667,9.333333333,7.93
0,0,0
0,0,0
0,0,0
6,52.66666667,50.13333333
0,0,0
9.666666667,47,41.22666667
0,0,0
0,0,0
0,0,0
0,0,0
7.333333333,12.66666667,8.38
6,14,10.67666667
19.33333333,35.33333333,22.06333333
0,0,0
0,0,0
0.333333333,1,0.856666667
4.333333333,8.666666667,5.19
0.666666667,1.333333333,0.85
0.666666667,0.666666667,0.34
0.666666667,1.333333333,0.73
17.66666667,25,9.876666667
0,0,0
0,0,0
0.333333333,0.333333333,0.233333333
0.666666667,0.666666667,0.09
12.66666667,34.33333333,26.63333333
0,0,0
0.666666667,4.333333333,3.84
0.333333333,0.333333333,0.16
0,0,0
0,0,0
0,0,0
0,0,0
2.666666667,4.333333333,2.65
2,7,6.11
0,0,0
0.666666667,1,0.693333333
4.666666667,5.666666667,3.603333333
0,0,0
0.333333333,3.333333333,3.243333333
0,0,0
1.666666667,3.333333333,2.226666667
10.66666667,38.33333333,32.81333333
0,0,0
3,7,5.333333333
0.333333333,0.666666667,0.41
0.333333333,2,1.716666667
1.333333333,5.333333333,4.463333333
0,0,0
9.333333333,20,15.85666667
4.666666667,26,23.3
0.666666667,1,0.533333333
0.333333333,0.333333333,0.043333333
0,0,0
0,0,0
1.333333333,2,1.103333333
0.333333333,0.333333333,0.073333333
1,15,14.19666667
0,0,0
3.333333333,11.66666667,10.02333333
0.333333333,2.333333333,2.21
5,6.666666667,4.796666667
5.333333333,10.66666667,6.483333333
0,0,0
0,0,0
0,0,0
0,0,0
4.333333333,15,13.26666667
0.333333333,0.333333333,0.066666667
0.666666667,1.333333333,0.833333333
6.666666667,7.666666667,5.26
4,30.33333333,27.48
8,53.33333333,48.88666667
0,0,0
4.333333333,4.666666667,2.663333333
0,0,0
0.333333333,2.333333333,2.083333333
0,0,0
1.333333333,2.333333333,1.2
2,3.666666667,2.51
0,0,0
0,0,0
0,0,0
0,0,0
1,5.333333333,4.813333333
0,0,0
4,21.33333333,19.04
0,0,0
0.666666667,2,1.746666667
0,0,0
0.666666667,0.666666667,0.21333333300000001
1,4.333333333,3.94
0,0,0
1.333333333,2.666666667,2.136666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.666666667,7.333333333,6.923333333
8.666666667,16.66666667,11.95333333
0,0,0
7.666666667,19.33333333,15.06333333
3.666666667,5.333333333,2.646666667
0.666666667,0.666666667,0.076666667
0.333333333,0.666666667,0.426666667
0,0,0
14.33333333,27,17.00333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.666666667,3,1.46
8,16,10.93666667
0.666666667,2.333333333,1.856666667
0,0,0
0.666666667,2,1.82
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,0.666666667,0.39
1,2,1.386666667
1.666666667,3.666666667,3.136666667
0,0,0
1.666666667,10,8.966666667
1.333333333,4.333333333,3.826666667
0,0,0
7.333333333,40.66666667,37.34
7.666666667,12,7.37
0,0,0
0,0,0
1.666666667,2.333333333,1.966666667
0,0,0
0,0,0
2,5,3.786666667
5,10,7.973333333
8.666666667,37,31.84666667
0,0,0
0,0,0
0.666666667,1,0.656666667
3.333333333,6.666666667,5.19
0,0,0
0,0,0
0,0,0
0,0,0
7.333333333,23,18.45333333
0,0,0
4,7.666666667,5.836666667
6.333333333,28.33333333,24.78666667
0,0,0
0,0,0
8.333333333,11.66666667,9.086666667
1.666666667,4.666666667,3.823333333
0.666666667,1,0.656666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7.333333333,11,7.453333333
1,1,0.456666667
0,0,0
0,0,0
0,0,0
0,0,0
7,23.66666667,19.68
4.333333333,20,16.64
4.666666667,38,35.34333333
0.666666667,1,0.773333333
6.333333333,40.66666667,37.7
0.333333333,0.666666667,0.643333333
0.666666667,15,14.76333333
0,0,0
1.333333333,4.666666667,4.08
0,0,0
0,0,0
0.333333333,1,0.733333333
4,40,37.37333333
0.666666667,1.666666667,1.223333333
32,94.33333333,74.95
0,0,0
0,0,0
9,21,16.18
3.333333333,7.333333333,4.856666667
0,0,0
0,0,0
0,0,0
1,1,0.3
0,0,0
3.333333333,4.666666667,3.04
0,0,0
1.333333333,8.333333333,7.426666667
0,0,0
0,0,0
7.666666667,16.33333333,11.90333333
0.333333333,0.333333333,0.106666667
2.666666667,4,2.59
0,0,0
4,7.666666667,5.513333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,1.333333333,1.333333333
0,0,0
2.333333333,10,8.7
6.666666667,9,5.28
18,37.33333333,28.81
0,0,0
0,0,0
0,0,0
0,0,0
2.333333333,3,1.63
0,0,0
6,8.666666667,6.16
0.666666667,3,2.493333333
0,0,0
0.333333333,4.333333333,4.21
1.666666667,5.666666667,5.06
4,4.666666667,1.74
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,9,8.29
0,0,0
0,0,0
0,0,0
6.333333333,14,10.69666667
1.333333333,6.333333333,5.226666667
0,0,0
0,0,0
0.333333333,0.333333333,0.1
0,0,0
0,0,0
4.333333333,4.333333333,2.076666667
2,3.333333333,2.24
0,0,0
0,0,0
2.666666667,2.666666667,1.613333333
6.666666667,29.33333333,25.48666667
2.333333333,5.333333333,4.51
0,0,0
0,0,0
0,0,0
5.333333333,9.333333333,5.696666667
1,1.666666667,0.956666667
1.666666667,9.666666667,8.836666667
8,27,22.80666667
2.666666667,4.666666667,3.256666667
0,0,0
0.666666667,0.666666667,0.34
0,0,0
21,39.33333333,30.69
3.666666667,5,3.023333333
0,0,0
0.666666667,2,1.686666667
0.333333333,7.666666667,7.583333333
0,0,0
1,1.666666667,1.06
0.666666667,10,9.943333333
1.333333333,2.666666667,1.833333333
0,0,0
6.333333333,28.33333333,24.12333333
1,1.333333333,0.66
0,0,0
22.33333333,43.33333333,33.46
0,0,0
0.333333333,0.333333333,0.25
0,0,0
0,0,0
4,17,14.47
0,0,0
0,0,0
0,0,0
4.666666667,5.666666667,3.27
0.333333333,1,0.71
0,0,0
0,0,0
0.333333333,0.333333333,0.226666667
6.333333333,25,20.82666667
0.333333333,4.333333333,4.09
6.333333333,39,35.92666667
1,1,0.503333333
4.666666667,6.666666667,3.99
0,0,0
0,0,0
2.333333333,3.333333333,2.206666667
1,2,1.496666667
3,11.66666667,9.903333333
0.333333333,0.333333333,0.023333333
0,0,0
1.333333333,2.666666667,1.606666667
7.333333333,10.66666667,7.256666667
0,0,0
0,0,0
0,0,0
2.333333333,11,9.966666667
1.666666667,3.333333333,2.12
4.333333333,5.333333333,3.466666667
0.333333333,0.666666667,0.36
1.666666667,9.666666667,8.366666667
0,0,0
0,0,0
1,1.666666667,1.093333333
5.333333333,10.33333333,7.6
0,0,0
9.333333333,21,16.33666667
0.666666667,1,0.506666667
1,4,3.776666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2,12,11.39333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3.666666667,22.66666667,20.11666667
3.666666667,5.333333333,2.363333333
19.66666667,45,34.34
0,0,0
0,0,0
0.333333333,0.333333333,0.226666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3.666666667,4.666666667,3.053333333
0,0,0
0,0,0
0,0,0
8,10.66666667,7.203333333
2.666666667,5.333333333,3.676666667
23.66666667,27,15.64666667
6.666666667,11.33333333,6.863333333
0,0,0
2.333333333,5,3.623333333
2,7.333333333,6.22
0,0,0
0,0,0
2,9.666666667,8.286666667
0.333333333,0.666666667,0.466666667
0.666666667,1,0.633333333
0,0,0
6,18,15.04666667
0.666666667,9.666666667,9.383333333
0,0,0
1.333333333,2.666666667,2.026666667
0,0,0
0.333333333,0.333333333,0.023333333
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,0.666666667,0.343333333
1.666666667,2.333333333,1.483333333
0,0,0
0.666666667,0.666666667,0.416666667
1.666666667,3.666666667,2.853333333
3.333333333,6.333333333,4.45
0,0,0
4,25.33333333,23.59666667
4.333333333,17,14.82
0,0,0
1.666666667,3.666666667,2.503333333
3.666666667,5.333333333,2.566666667
3,4.666666667,3.173333333
1,2.666666667,1.933333333
0,0,0
16.33333333,22.33333333,14.66333333
0.333333333,0.333333333,0.043333333
0,0,0
0,0,0
3,7.333333333,6.1
1.666666667,1.666666667,0.13
12.66666667,20.33333333,12.93
10.66666667,16.33333333,12.18333333
0.666666667,1,0.476666667
0,0,0
0,0,0
0,0,0
1.333333333,10,9.49
0,0,0
0,0,0
5.666666667,9,6.06
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.333333333,7.333333333,5.016666667
2.666666667,9.666666667,7.99
8.333333333,64.66666667,60.77333333
1.333333333,7,6.446666667
2,6.666666667,5.743333333
0.666666667,1.666666667,1.31
0,0,0
3.666666667,10.33333333,8.39
0.666666667,1.333333333,1.083333333
0,0,0
1.333333333,1.333333333,0.873333333
0,0,0
2.333333333,2.666666667,1.206666667
0,0,0
0,0,0
0,0,0
18.33333333,36.66666667,27.94666667
0.666666667,1,0.756666667
9.333333333,19.66666667,15.65
0,0,0
4.666666667,17.33333333,14.55333333
5,7,4.923333333
0,0,0
0,0,0
4.333333333,15.33333333,12.68
3.333333333,5.666666667,3.093333333
0,0,0
2.666666667,4,2.35
0,0,0
0.333333333,0.333333333,0.033333333
0,0,0
2.333333333,5.666666667,3.976666667
1,1.333333333,0.966666667
6,74,70.94333333
3,4,3.133333333
0,0,0
0,0,0
1,4,3.603333333
8.666666667,29,24.06
0,0,0
0.666666667,1.666666667,1.31
6.666666667,13.33333333,9.103333333
0,0,0
0,0,0
0.666666667,0.666666667,0.443333333
0,0,0
0.666666667,6,5.563333333
4.333333333,23.66666667,21.84666667
0.333333333,1.666666667,1.34
0,0,0
0,0,0
0,0,0
0,0,0
13.33333333,45.66666667,36.68666667
0,0,0
3.666666667,5,3.17
0,0,0
14.66666667,17,11.23
25,29.33333333,16.7
0,0,0
3.333333333,10.66666667,8.636666667
0.333333333,0.666666667,0.556666667
0,0,0
12.33333333,43.33333333,37.01666667
1.333333333,2.333333333,1.5
0,0,0
0,0,0
1,1.666666667,1.1
8.333333333,10,3.93
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
6,12.66666667,9.786666667
0,0,0
0,0,0
1,2.333333333,1.776666667
0.333333333,0.333333333,0.3
0,0,0
1.666666667,5.333333333,4.44
0,0,0
0,0,0
0,0,0
0,0,0
8.333333333,20.66666667,15.87
0,0,0
0,0,0
0,0,0
1.333333333,4.333333333,3.466666667
0,0,0
0,0,0
0,0,0
2,6,4.946666667
0,0,0
0,0,0
2.333333333,7,5.626666667
0,0,0
1.666666667,3.333333333,2.196666667
9.666666667,22.66666667,17.50333333
5.333333333,5.333333333,3.43
14.33333333,18,11.08333333
0,0,0
0,0,0
0,0,0
10,12.33333333,7.556666667
0,0,0
0.333333333,0.666666667,0.593333333
0,0,0
0,0,0
0,0,0
2.333333333,6.333333333,5.25
0,0,0
0,0,0
0,0,0
0.333333333,1.333333333,1.276666667
0,0,0
0,0,0
0,0,0
0.333333333,0.333333333,0.04
4.333333333,15,12.42
0,0,0
0,0,0
0,0,0
1,1.333333333,1.153333333
0,0,0
0.333333333,0.666666667,0.34
4.666666667,8.666666667,5.34
5,6.333333333,4.59
0,0,0
5,10.66666667,7.223333333
0,0,0
0,0,0
5.333333333,9.666666667,6.553333333
0.333333333,1,0.673333333
0,0,0
3.333333333,6.666666667,4.81
0,0,0
0,0,0
0,0,0
0,0,0
3,5,2.846666667
0,0,0
2.666666667,3,0.706666667
1.333333333,12,11.49666667
0,0,0
0,0,0
0,0,0
0,0,0
1,6.333333333,6.106666667
7.666666667,12.66666667,8.706666667
0.666666667,2.333333333,2.016666667
0,0,0
0.333333333,0.666666667,0.61
0,0,0
1,3.666666667,2.94
0.333333333,0.333333333,0.233333333
0.666666667,0.666666667,0.02
0,0,0
0.333333333,1,0.856666667
0,0,0
0,0,0
2.333333333,2.333333333,1.536666667
0,0,0
0,0,0
0,0,0
0,0,0
3,11,9.673333333
0,0,0
0.333333333,0.333333333,0.306666667
0,0,0
1,1,0.606666667
6.666666667,7.333333333,5.046666667
0,0,0
4,4,0.27
0,0,0
1,2.333333333,1.533333333
6.666666667,15.66666667,12.34666667
1.333333333,4,3.763333333
0,0,0
0.333333333,0.333333333,0.206666667
1.333333333,3,2.216666667
0,0,0
0,0,0
11.33333333,33.33333333,26.43666667
0,0,0
0,0,0
12,92.66666667,86.91666667
0,0,0
0,0,0
0,0,0
1.333333333,1.666666667,0.516666667
0,0,0
0,0,0
0,0,0
0.333333333,8,7.676666667
10.33333333,16.33333333,11.54333333
0,0,0
0,0,0
0,0,0
0,0,0
2.333333333,34.66666667,34.11333333
0,0,0
1,2.666666667,2.056666667
1,1.666666667,0.983333333
3.333333333,36.66666667,35.26
0,0,0
0,0,0
0,0,0
2.333333333,58,56.96666667
0,0,0
5.666666667,15,11.82333333
0,0,0
0,0,0
0,0,0
0.666666667,1.333333333,1.266666667
0,0,0
0.333333333,0.333333333,0.09
1.666666667,10.33333333,9.903333333
2.333333333,4,2.41
0,0,0
0.333333333,0.666666667,0.526666667
0,0,0
0,0,0
0,0,0
1.333333333,1.333333333,1.023333333
0.333333333,0.333333333,0.023333333
3.333333333,3.666666667,1.546666667
0,0,0
0.333333333,0.333333333,0.06
1.666666667,3,1.806666667
0,0,0
0,0,0
0,0,0
1.333333333,11.33333333,10.55
3.333333333,8.666666667,6.823333333
1.333333333,3.333333333,2.843333333
0.333333333,3.333333333,3.09
0,0,0
0,0,0
6.666666667,7,3.29
0,0,0
28.66666667,36.33333333,23.16333333
0.333333333,1,0.693333333
9.333333333,75.33333333,69.95333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,3.333333333,3.183333333
0,0,0
0,0,0
0,0,0
16.33333333,50.33333333,41.63
2,3.333333333,1.686666667
0,0,0
0,0,0
0,0,0
0.666666667,0.666666667,0.1
0,0,0
5,7,4.373333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2,4.666666667,2.946666667
0,0,0
0.333333333,0.333333333,0.333333333
0,0,0
0,0,0
0,0,0
0,0,0
2,2.666666667,1.906666667
0,0,0
3,7,5.27
0,0,0
0,0,0
0,0,0
0,0,0
0.666666667,3,2.793333333
0.333333333,1,0.983333333
0.333333333,3.333333333,3.306666667
0,0,0
0,0,0
10,19.33333333,13.74333333
0,0,0
3.666666667,10.66666667,8.896666667
0,0,0
2,2,1.016666667
2.333333333,4,2.396666667
0,0,0
0,0,0
0,0,0
4.666666667,28.66666667,26.69333333
0,0,0
0.333333333,0.666666667,0.456666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
9,13,8.123333333
0,0,0
0,0,0
9.333333333,9.333333333,6.02
0,0,0
0,0,0
0,0,0
0,0,0
