Customer_info$Customer.Customer_ID,CustServ.custcare_Mean,CustServ.ccrndmou_Mean,CustServ.cc_mou_Mean
1039216,0,0,0
1039217,0.333333333,6.333333333,6.24
1039218,0,0,0
1039219,0,0,0
1039220,0,0,0
1039221,0,0,0
1039222,0,0,0
1039223,0.666666667,1.333333333,0.923333333
1039224,0,0,0
1039225,0,0,0
1039226,1.666666667,13.33333333,12.86666667
1039227,0.333333333,4.333333333,4.11
1039228,2.333333333,34,32.69666667
1039229,0,0,0
1039230,0,0,0
1039231,0.666666667,11.66666667,11.50333333
1039232,0,0,0
1039233,0.333333333,0.666666667,0.526666667
1039234,0.666666667,2,1.63
1039235,1.333333333,5.333333333,4.606666667
1039236,0,0,0
1039237,0.333333333,0.333333333,0.31
1039238,0.333333333,2.666666667,2.373333333
1039239,0,0,0
1039240,5.666666667,12.66666667,9.99
1039241,0.666666667,0.666666667,0.036666667
1039242,15.33333333,35.33333333,27.31333333
1039243,0,0,0
1039244,0,0,0
1039245,0,0,0
1039246,0,0,0
1039247,0,0,0
1039248,0,0,0
1039249,4.333333333,4.333333333,0.73
1039250,0,0,0
1039251,7,12.66666667,8.086666667
1039252,0.333333333,0.333333333,0.326666667
1039253,21,57,47.13333333
1039254,9.333333333,12.33333333,8.163333333
1039255,1.333333333,5.333333333,4.426666667
1039256,1,1,0.27
1039257,0,0,0
1039258,0.333333333,0.333333333,0.06
1039259,0,0,0
1039260,0,0,0
1039261,0,0,0
1039262,16,37.33333333,30.52333333
1039263,0.333333333,5.666666667,5.466666667
1039264,0.666666667,0.666666667,0.546666667
1039265,9,48.66666667,42.78666667
1039266,0.333333333,0.333333333,0.25
1039267,0,0,0
1039268,0,0,0
1039269,0,0,0
1039270,0,0,0
1039271,0,0,0
1039272,30.33333333,80.33333333,66.24
1039273,0,0,0
1039274,0,0,0
1039275,0,0,0
1039276,0.333333333,0.666666667,0.583333333
1039277,0.333333333,1.666666667,1.466666667
1039278,0,0,0
1039279,1,2,1.65
1039280,0,0,0
1039281,0,0,0
1039282,0.333333333,0.333333333,0.106666667
1039283,1,1,0.353333333
1039284,5,5.333333333,3.506666667
1039285,1.666666667,16.66666667,15.53
1039286,0,0,0
1039287,1,1,0.233333333
1039288,1.333333333,3.333333333,2.17
1039289,1.666666667,4.333333333,3.736666667
1039290,0,0,0
1039291,0,0,0
1039292,0.333333333,1.666666667,1.526666667
1039293,0,0,0
1039294,0.333333333,1,0.806666667
1039295,6.333333333,34.33333333,30.34666667
1039296,0,0,0
1039297,0,0,0
1039298,0.333333333,4,3.726666667
1039299,0,0,0
1039300,0,0,0
1039301,11.33333333,26,19.13333333
1039302,0,0,0
1039303,6,7,4.543333333
1039304,1.666666667,2.333333333,1.25
1039305,2.666666667,18,16.80666667
1039306,0.666666667,1.333333333,0.773333333
1039307,0,0,0
1039308,0,0,0
1039309,4.333333333,10.33333333,8.316666667
1039310,14,43.33333333,33.98333333
1039311,2.333333333,2.666666667,1.78
1039312,1.666666667,1.666666667,0.933333333
1039313,0.333333333,231.3333333,231.24
1039314,3.666666667,3.666666667,1.566666667
1039315,1,5.333333333,4.596666667
1039316,0,0,0
1039317,0.666666667,2,1.536666667
1039318,2.666666667,2.666666667,1.613333333
1039319,3,8.666666667,6.923333333
1039320,0,0,0
1039321,0,0,0
1039322,0,0,0
1039323,0,0,0
1039324,8.666666667,16.66666667,11.42666667
1039325,0,0,0
1039326,0,0,0
1039327,0,0,0
1039328,0,0,0
1039329,0.333333333,1,0.89
1039330,0,0,0
1039331,0,0,0
1039332,0,0,0
1039333,0,0,0
1039334,4.666666667,7.666666667,4.8
1039335,1.666666667,3,2.28
1039336,0,0,0
1039337,0.333333333,0.333333333,0.16
1039338,0.333333333,3.333333333,3.076666667
1039339,10.66666667,14.33333333,9.113333333
1039340,0,0,0
1039341,0,0,0
1039342,0,0,0
1039343,2.666666667,14.66666667,13.29333333
1039344,0,0,0
1039345,0.666666667,1,0.836666667
1039346,6,19.66666667,15.57333333
1039347,18.66666667,104.3333333,94.75333333
1039348,0,0,0
1039349,0,0,0
1039350,0,0,0
1039351,0.333333333,2.333333333,2.1
1039352,6,8,4.69
1039353,5.666666667,12.33333333,10.24333333
1039354,0,0,0
1039355,0,0,0
1039356,3.333333333,14.33333333,13.35333333
1039357,0,0,0
1039358,0.333333333,0.333333333,0.083333333
1039359,2,6.666666667,5.28
1039360,2.666666667,18.33333333,16.75666667
1039361,0,0,0
1039362,0.666666667,0.666666667,0.31
1039363,0,0,0
1039364,11.66666667,24.66666667,16.70666667
1039365,0,0,0
1039366,1,12.66666667,12.25666667
1039367,0,0,0
1039368,0,0,0
1039369,0,0,0
1039370,1,1.333333333,0.81
1039371,0,0,0
1039372,2.333333333,6.333333333,4.676666667
1039373,5,11.66666667,9.256666667
1039374,4,4,1.976666667
1039375,4.666666667,11,7.653333333
1039376,0,0,0
1039377,0,0,0
1039378,0,0,0
1039379,0,0,0
1039380,0,0,0
1039381,1.666666667,2,1.186666667
1039382,5,30.33333333,27.07333333
1039383,0.333333333,0.333333333,0.173333333
1039384,0,0,0
1039385,0,0,0
1039386,10.66666667,21,15.49333333
1039387,7,68.33333333,64.58666667
1039388,1,1.333333333,0.666666667
1039389,2,3,1.456666667
1039390,1,3,2.55
1039391,1,2.333333333,2.11
1039392,0.666666667,0.666666667,0.1
1039393,0,0,0
1039394,0,0,0
1039395,0,0,0
1039396,0,0,0
1039397,0,0,0
1039398,0.666666667,0.666666667,0.6
1039399,0,0,0
1039400,1.333333333,12.66666667,12.46666667
1039401,0,0,0
1039402,0,0,0
1039403,1,1.666666667,1.333333333
1039404,1,1,0.216666667
1039405,5,7,4.41
1039406,0,0,0
1039407,0.666666667,2,1.59
1039408,0.666666667,0.666666667,0.193333333
1039409,1,4,3.493333333
1039410,0.333333333,1.666666667,1.49
1039411,0,0,0
1039412,5.333333333,33.33333333,31.33
1039413,0,0,0
1039414,0,0,0
1039415,0,0,0
1039416,0,0,0
1039417,2.666666667,9.333333333,7.256666667
1039418,0,0,0
1039419,0,0,0
1039420,6.333333333,6.666666667,3.563333333
1039421,0.333333333,1,0.756666667
1039422,0,0,0
1039423,0,0,0
1039424,0.666666667,0.666666667,0.113333333
1039425,5,10,6.716666667
1039426,2,11.66666667,10.41333333
1039427,0,0,0
1039428,2.666666667,2.666666667,0.626666667
1039429,3.333333333,23.66666667,21.66
1039430,0,0,0
1039431,1.666666667,2.333333333,1.25
1039432,0,0,0
1039433,0,0,0
1039434,2,3.666666667,2.226666667
1039435,0,0,0
1039436,0,0,0
1039437,0.666666667,1.333333333,1.043333333
1039438,1.666666667,4.666666667,4.01
1039439,0,0,0
1039440,0.333333333,3.666666667,3.426666667
1039441,7.666666667,61,56.80333333
1039442,0,0,0
1039443,0,0,0
1039444,0,0,0
1039445,1.666666667,5.666666667,4.69
1039446,6,15,11.50333333
1039447,0,0,0
1039448,0.333333333,0.333333333,0.016666667
1039449,0,0,0
1039450,0,0,0
1039451,2.666666667,3.333333333,2.12
1039452,0,0,0
1039453,0.333333333,0.333333333,0.326666667
1039454,15,47.33333333,39.72
1039455,0,0,0
1039456,0,0,0
1039457,0,0,0
1039458,0.666666667,4.666666667,4.213333333
1039459,4,6.666666667,5.17
1039460,0,0,0
1039461,0,0,0
1039462,0,0,0
1039463,0,0,0
1039464,0,0,0
1039465,0.333333333,1.333333333,1.083333333
1039466,0.333333333,0.333333333,0.293333333
1039467,0,0,0
1039468,5.333333333,7.666666667,5.426666667
1039469,0,0,0
1039470,5,20.33333333,16.53666667
1039471,0.333333333,16,15.79333333
1039472,0,0,0
1039473,0,0,0
1039474,0,0,0
1039475,3,21.66666667,19.62666667
1039476,0.666666667,1,0.776666667
1039477,0.666666667,0.666666667,0.646666667
1039478,1,1.666666667,1.136666667
1039479,0,0,0
1039480,0,0,0
1039481,1,4.666666667,4.116666667
1039482,0,0,0
1039483,0,0,0
1039484,0,0,0
1039485,0.666666667,4.666666667,4.196666667
1039486,2.333333333,21,19.24
1039487,0,0,0
1039488,0.333333333,0.333333333,0.326666667
1039489,0,0,0
1039490,0,0,0
1039491,0,0,0
1039492,0.666666667,1,0.52
1039493,0.666666667,4,3.45
1039494,0,0,0
1039495,0,0,0
1039496,0,0,0
1039497,0,0,0
1039498,1,7.333333333,6.886666667
1039499,4.333333333,8.333333333,6.186666667
1039500,0,0,0
1039501,0,0,0
1039502,0.333333333,0.333333333,0.073333333
1039503,2.333333333,3.333333333,2.01
1039504,0,0,0
1039505,0,0,0
1039506,5,10.33333333,8.37
1039507,2.666666667,4,2.666666667
1039508,0.333333333,0.666666667,0.576666667
1039509,0,0,0
1039510,0,0,0
1039511,0,0,0
1039512,6.333333333,9.333333333,6.36
1039513,0,0,0
1039514,0,0,0
1039515,0.333333333,0.333333333,0.056666667
1039516,2.333333333,3.666666667,2.38
1039517,7,9,5.243333333
1039518,0.333333333,1,0.806666667
1039519,0,0,0
1039520,0,0,0
1039521,2.666666667,5.333333333,3.703333333
1039522,0,0,0
1039523,0,0,0
1039524,0,0,0
1039525,0,0,0
1039526,0,0,0
1039527,0,0,0
1039528,14,106.3333333,98.53666667
1039529,0,0,0
1039530,0,0,0
1039531,1,3,2.373333333
1039532,0,0,0
1039533,0,0,0
1039534,1.333333333,4.333333333,3.32
1039535,0,0,0
1039536,0,0,0
1039537,2,6.333333333,5.3
1039538,0.666666667,1.333333333,0.723333333
1039539,0,0,0
1039540,6.666666667,7.666666667,4.81
1039541,4.666666667,9,6.403333333
1039542,3,18.33333333,16.9
1039543,0,0,0
1039544,3.333333333,4,1.24
1039545,0,0,0
1039546,0.333333333,0.333333333,0.193333333
1039547,0,0,0
1039548,5.666666667,11,8.17
1039549,0,0,0
1039550,0,0,0
1039551,3.333333333,13.33333333,11.68
1039552,0.333333333,0.666666667,0.433333333
1039553,0.333333333,5.333333333,5.06
1039554,7.666666667,23,18.49666667
1039555,8.666666667,13.66666667,8.906666667
1039556,0.333333333,0.666666667,0.45
1039557,0,0,0
1039558,0,0,0
1039559,17,60.33333333,50.79666667
1039560,0,0,0
1039561,0,0,0
1039562,1.333333333,2,1.226666667
1039563,0.333333333,0.333333333,0.116666667
1039564,0,0,0
1039565,0.666666667,0.666666667,0.29
1039566,1.333333333,1.333333333,1.07
1039567,0.333333333,1.333333333,1.266666667
1039568,0,0,0
1039569,2,2.666666667,1.526666667
1039570,0,0,0
1039571,1.666666667,15.66666667,14.47
1039572,0,0,0
1039573,0,0,0
1039574,3,3.666666667,1.616666667
1039575,0,0,0
1039576,0,0,0
1039577,0,0,0
1039578,1.333333333,4.333333333,3.42
1039579,4.333333333,16.33333333,14
1039580,0,0,0
1039581,14.33333333,28.33333333,20.2
1039582,0,0,0
1039583,1,7.333333333,6.863333333
1039584,0.333333333,0.333333333,0.323333333
1039585,2.333333333,6.666666667,4.85
1039586,10.33333333,16.33333333,11.20666667
1039587,0,0,0
1039588,0,0,0
1039589,0,0,0
1039590,0,0,0
1039591,0,0,0
1039592,0,0,0
1039593,0.333333333,0.333333333,0.056666667
1039594,0,0,0
1039595,0,0,0
1039596,2.333333333,10.66666667,8.883333333
1039597,1,2.666666667,2.26
1039598,0,0,0
1039599,2.666666667,5.666666667,4.416666667
1039600,2.666666667,13.33333333,11.27
1039601,0,0,0
1039602,0,0,0
1039603,0,0,0
1039604,0,0,0
1039605,5,23.33333333,20.05333333
1039606,0,0,0
1039607,2.333333333,2.666666667,1.18
1039608,6,12.66666667,10.19333333
1039609,0,0,0
1039610,0,0,0
1039611,16.33333333,25,15.01333333
1039612,1.666666667,2.666666667,1.933333333
1039613,0,0,0
1039614,0,0,0
1039615,0,0,0
1039616,0,0,0
1039617,0,0,0
1039618,0,0,0
1039619,0,0,0
1039620,3.333333333,18.66666667,16.87666667
1039621,0,0,0
1039622,1.666666667,3,2.233333333
1039623,0,0,0
1039624,2.666666667,3,2.013333333
1039625,0.333333333,1.333333333,1.15
1039626,0,0,0
1039627,0,0,0
1039628,0.333333333,0.666666667,0.406666667
1039629,0,0,0
1039630,1.333333333,10.66666667,9.746666667
1039631,0,0,0
1039632,0,0,0
1039633,14.66666667,17,10.55333333
1039634,0,0,0
1039635,0,0,0
1039636,4,6.333333333,4.136666667
1039637,0,0,0
1039638,0,0,0
1039639,2.666666667,10.33333333,8.326666667
1039640,10,18.33333333,12.46333333
1039641,0,0,0
1039642,0,0,0
1039643,1,4,3.576666667
1039644,0.666666667,1,0.76
1039645,1.333333333,3,2.53
1039646,0.333333333,0.333333333,0.193333333
1039647,0.333333333,2.333333333,2.273333333
1039648,0,0,0
1039649,2.333333333,6,4.59
1039650,0,0,0
1039651,2.333333333,2.333333333,1.78
1039652,0,0,0
1039653,15,52.66666667,42.95
1039654,0,0,0
1039655,0,0,0
1039656,2,20,18.51
1039657,0,0,0
1039658,0.333333333,3,2.793333333
1039659,0,0,0
1039660,0.333333333,1.333333333,1.216666667
1039661,0,0,0
1039662,0.333333333,0.333333333,0.21
1039663,0,0,0
1039664,0,0,0
1039665,0,0,0
1039666,0.666666667,4.333333333,4.06
1039667,2.666666667,9,7.133333333
1039668,0,0,0
1039669,3,11.66666667,9.86
1039670,2.666666667,3,0.686666667
1039671,0,0,0
1039672,0,0,0
1039673,0,0,0
1039674,0,0,0
1039675,0,0,0
1039676,0.333333333,0.333333333,0.01
1039677,0,0,0
1039678,1,1,0.853333333
1039679,0,0,0
1039680,1.333333333,21.33333333,20.75666667
1039681,2.666666667,12.33333333,10.37333333
1039682,0.666666667,2,1.786666667
1039683,1.666666667,1.666666667,0.393333333
1039684,0,0,0
1039685,5,19,16.03
1039686,0,0,0
1039687,0,0,0
1039688,0,0,0
1039689,1,3,2.43
1039690,1,16.66666667,16.06
1039691,0,0,0
1039692,0,0,0
1039693,0,0,0
1039694,0,0,0
1039695,0,0,0
1039696,0,0,0
1039697,2.666666667,3.666666667,2.446666667
1039698,20.66666667,45.33333333,33.40666667
1039699,0,0,0
1039700,0,0,0
1039701,1.666666667,2.666666667,1.46
1039702,0,0,0
1039703,0,0,0
1039704,0.666666667,5.666666667,5.473333333
1039705,5,14.66666667,12.47666667
1039706,0,0,0
1039707,0,0,0
1039708,2.666666667,18,16.63333333
1039709,1.333333333,1.333333333,0.723333333
1039710,5.666666667,20.66666667,17.64333333
1039711,0.666666667,3.333333333,2.833333333
1039712,0,0,0
1039713,0,0,0
1039714,0.666666667,3,2.686666667
1039715,0,0,0
1039716,4.333333333,18,15.14333333
1039717,0,0,0
1039718,0,0,0
1039719,0,0,0
1039720,5,6.333333333,4.46
1039721,0,0,0
1039722,0,0,0
1039723,2,5.666666667,4.63
1039724,0,0,0
1039725,2.666666667,3,1.74
1039726,0,0,0
1039727,1.666666667,2,0.95
1039728,0,0,0
1039729,0,0,0
1039730,0.333333333,0.333333333,0.073333333
1039731,0.333333333,1.666666667,1.41
1039732,1.333333333,1.333333333,0.913333333
1039733,5.333333333,12,9.52
1039734,0,0,0
1039735,0,0,0
1039736,10.33333333,14.33333333,10.73666667
1039737,0,0,0
1039738,1.666666667,3,2.653333333
1039739,6.333333333,15,11.42333333
1039740,0.333333333,1.666666667,1.626666667
1039741,2,51.33333333,50.34
1039742,0,0,0
1039743,0,0,0
1039744,0.666666667,0.666666667,0.423333333
1039745,9.333333333,9.333333333,4.653333333
1039746,0,0,0
1039747,0,0,0
1039748,0,0,0
1039749,0,0,0
1039750,0,0,0
1039751,0,0,0
1039752,0,0,0
1039753,0,0,0
1039754,0,0,0
1039755,4.333333333,7,5.283333333
1039756,24,27.66666667,14.94666667
1039757,0.333333333,4,3.766666667
1039758,0,0,0
1039759,1.333333333,1.666666667,0.786666667
1039760,2,2,0.153333333
1039761,0,0,0
1039762,0.666666667,1,0.593333333
1039763,0,0,0
1039764,0,0,0
1039765,0.666666667,8.666666667,8.533333333
1039766,1.666666667,10.33333333,9.276666667
1039767,0,0,0
1039768,5,36.33333333,33.65666667
1039769,0,0,0
1039770,0.666666667,4,3.603333333
1039771,0,0,0
1039772,0,0,0
1039773,18.66666667,46.33333333,36.42666667
1039774,0,0,0
1039775,0,0,0
1039776,0,0,0
1039777,0.666666667,1,0.676666667
1039778,1,9.333333333,8.753333333
1039779,0.333333333,1.333333333,1.306666667
1039780,0,0,0
1039781,0,0,0
1039782,4,17.33333333,14.54333333
1039783,0,0,0
1039784,0,0,0
1039785,2.333333333,2.666666667,1.83
1039786,21.66666667,62.33333333,51.14666667
1039787,0.333333333,0.333333333,0.326666667
1039788,2,3.666666667,2.23
1039789,0,0,0
1039790,0,0,0
1039791,0,0,0
1039792,0,0,0
1039793,0,0,0
1039794,0,0,0
1039795,0,0,0
1039796,0.333333333,0.333333333,0.293333333
1039797,0,0,0
1039798,0,0,0
1039799,0,0,0
1039800,2.666666667,6.666666667,4.653333333
1039801,0,0,0
1039802,0,0,0
1039803,0.333333333,5.333333333,5.043333333
1039804,1.666666667,5,4.213333333
1039805,0,0,0
1039806,0,0,0
1039807,0,0,0
1039808,0,0,0
1039809,4.666666667,16.66666667,14.52666667
1039810,0,0,0
1039811,5,11.66666667,9.56
1039812,0,0,0
1039813,1,1.333333333,0.476666667
1039814,0,0,0
1039815,0,0,0
1039816,0,0,0
1039817,1.666666667,2,1.29
1039818,0,0,0
1039819,0,0,0
1039820,0.333333333,1.333333333,1.273333333
1039821,0,0,0
1039822,3.666666667,5.333333333,3.59
1039823,0,0,0
1039824,1,1,0.42
1039825,0.333333333,0.333333333,0.016666667
1039826,0,0,0
1039827,0,0,0
1039828,0,0,0
1039829,0,0,0
1039830,0,0,0
1039831,4.333333333,5.333333333,1.936666667
1039832,1.333333333,1.333333333,0.573333333
1039833,0,0,0
1039834,0,0,0
1039835,8.666666667,20.66666667,16.9
1039836,6.666666667,9.333333333,4.88
1039837,0.333333333,0.333333333,0.01
1039838,7.666666667,20.66666667,15.92666667
1039839,0.333333333,0.333333333,0.023333333
1039840,0.333333333,0.333333333,0.043333333
1039841,2.333333333,5,3.723333333
1039842,1.333333333,4.333333333,3.326666667
1039843,2.666666667,4.666666667,3.026666667
1039844,0.333333333,11,10.86666667
1039845,2.666666667,4,2.71
1039846,1.333333333,9.666666667,8.696666667
1039847,0,0,0
1039848,0,0,0
1039849,6.333333333,21,18.12
1039850,0,0,0
1039851,0,0,0
1039852,3,5,2.756666667
1039853,0,0,0
1039854,0,0,0
1039855,0,0,0
1039856,0,0,0
1039857,0,0,0
1039858,0.666666667,1,0.5
1039859,0,0,0
1039860,0,0,0
1039861,0,0,0
1039862,0.666666667,0.666666667,0.5
1039863,0.333333333,0.333333333,0.093333333
1039864,0,0,0
1039865,0,0,0
1039866,1.333333333,1.333333333,0.18
1039867,0,0,0
1039868,0,0,0
1039869,0,0,0
1039870,3.333333333,3.333333333,1.673333333
1039871,31.33333333,62.66666667,42.41666667
1039872,0,0,0
1039873,0,0,0
1039874,5,7.333333333,5.366666667
1039875,0,0,0
1039876,0,0,0
1039877,0,0,0
1039878,1.333333333,3,2.026666667
1039879,0.333333333,4.666666667,4.606666667
1039880,3,11.66666667,9.82
1039881,0,0,0
1039882,3.666666667,3.666666667,2.733333333
1039883,0,0,0
1039884,1,2.333333333,1.63
1039885,0.333333333,0.666666667,0.426666667
1039886,0,0,0
1039887,0,0,0
1039888,5,10.33333333,7.403333333
1039889,0,0,0
1039890,1,9.333333333,8.523333333
1039891,1,3.333333333,2.563333333
1039892,8.333333333,13.66666667,8.49
1039893,6.333333333,23.33333333,19.26666667
1039894,10.33333333,20,13.34666667
1039895,0,0,0
1039896,5.333333333,14,10.79333333
1039897,0,0,0
1039898,0,0,0
1039899,0,0,0
1039900,0,0,0
1039901,0,0,0
1039902,0,0,0
1039903,0,0,0
1039904,2,7.666666667,6.28
1039905,0.666666667,5,4.433333333
1039906,3,16.33333333,15.54
1039907,0.666666667,2,1.683333333
1039908,1.333333333,1.333333333,0.253333333
1039909,0.666666667,2,1.966666667
1039910,0,0,0
1039911,0,0,0
1039912,0,0,0
1039913,3.666666667,83.33333333,81.64333333
1039914,5.666666667,10,5.56
1039915,0,0,0
1039916,0.333333333,0.666666667,0.36
1039917,1,4.666666667,3.923333333
1039918,0,0,0
1039919,2.666666667,3,1.566666667
1039920,1.666666667,2.666666667,1.746666667
1039921,0,0,0
1039922,30.66666667,174.6666667,159.17
1039923,0,0,0
1039924,3.333333333,3.333333333,1.936666667
1039925,0,0,0
1039926,0,0,0
1039927,0,0,0
1039928,0,0,0
1039929,1,1.666666667,1.076666667
1039930,2.333333333,8.666666667,7.416666667
1039931,0,0,0
1039932,0,0,0
1039933,0,0,0
1039934,0,0,0
1039935,0,0,0
1039936,0,0,0
1039937,2,2.666666667,1.343333333
1039938,0,0,0
1039939,0,0,0
1039940,0,0,0
1039941,1.333333333,7.333333333,6.683333333
1039942,0,0,0
1039943,0.666666667,0.666666667,0.076666667
1039944,0,0,0
1039945,0,0,0
1039946,0,0,0
1039947,0,0,0
1039948,0,0,0
1039949,0,0,0
1039950,0.666666667,2.333333333,1.933333333
1039951,1.333333333,4.333333333,3.503333333
1039952,0.333333333,0.333333333,0.04
1039953,9.333333333,15,7.8
1039954,0,0,0
1039955,0,0,0
1039956,0.333333333,0.333333333,0.133333333
1039957,0,0,0
1039958,1.333333333,3.333333333,2.833333333
1039959,0,0,0
1039960,0,0,0
1039961,0,0,0
1039962,2.666666667,10,7.753333333
1039963,2,10.33333333,9.286666667
1039964,9,10.33333333,5.753333333
1039965,0,0,0
1039966,25.33333333,70.66666667,57.34
1039967,1.333333333,3,2.353333333
1039968,0,0,0
1039969,0,0,0
1039970,0.666666667,1.666666667,1.273333333
1039971,0,0,0
1039972,0,0,0
1039973,0,0,0
1039974,0,0,0
1039975,0,0,0
1039976,2.666666667,5.666666667,3.396666667
1039977,0,0,0
1039978,0,0,0
1039979,0,0,0
1039980,0,0,0
1039981,0,0,0
1039982,0,0,0
1039983,0,0,0
1039984,0,0,0
1039985,0.666666667,1,0.7
1039986,0.666666667,6.333333333,6.103333333
1039987,0,0,0
1039988,5.666666667,16.33333333,13.223333330000001
1039989,0,0,0
1039990,0,0,0
1039991,0,0,0
1039992,0,0,0
1039993,4,5.333333333,3.603333333
1039994,0.333333333,7,6.906666667
1039995,0.666666667,0.666666667,0.55
1039996,0,0,0
1039997,0,0,0
1039998,0.666666667,4,3.716666667
1039999,0.666666667,2,1.963333333
1040000,2.333333333,7.666666667,6.543333333
1040001,0,0,0
1040002,0,0,0
1040003,0,0,0
1040004,0.333333333,9,8.876666667
1040005,0,0,0
1040006,0,0,0
1040007,3,7.333333333,5.663333333
1040008,0,0,0
1040009,0,0,0
1040010,0.666666667,1,0.636666667
1040011,0,0,0
1040012,0,0,0
1040013,0,0,0
1040014,0,0,0
1040015,0.333333333,4,3.776666667
1040016,0,0,0
1040017,0,0,0
1040018,1.333333333,4.666666667,3.99
1040019,1,1,0.663333333
1040020,11,21.33333333,15.35333333
1040021,1.666666667,3.666666667,2.603333333
1040022,0,0,0
1040023,2.666666667,5.666666667,4.31
1040024,0.666666667,1.333333333,0.863333333
1040025,0,0,0
1040026,0.666666667,4.666666667,4.41
1040027,2,2.666666667,1.9
1040028,0,0,0
1040029,0,0,0
1040030,0,0,0
1040031,0,0,0
1040032,0,0,0
1040033,0.333333333,0.333333333,0.123333333
1040034,0.333333333,0.333333333,0.106666667
1040035,3.333333333,6.666666667,4.12
1040036,3,9.333333333,7.49
1040037,0,0,0
1040038,3.333333333,9.333333333,6.963333333
1040039,1.333333333,1.666666667,0.803333333
1040040,0,0,0
1040041,0,0,0
1040042,1,2,1.46
1040043,0,0,0
1040044,0,0,0
1040045,5.333333333,6.333333333,2.266666667
1040046,0,0,0
1040047,0.666666667,1.333333333,0.95
1040048,2,6.333333333,5.406666667
1040049,0,0,0
1040050,8.666666667,28.33333333,22.43
1040051,19.33333333,24,10.61
1040052,1,1.666666667,0.943333333
1040053,0,0,0
1040054,0,0,0
1040055,0.333333333,2,1.956666667
1040056,0,0,0
1040057,0,0,0
1040058,0,0,0
1040059,0,0,0
1040060,0,0,0
1040061,2,2,1.503333333
1040062,2,2.333333333,1.223333333
1040063,0,0,0
1040064,17,64.33333333,57.15666667
1040065,0,0,0
1040066,0,0,0
1040067,9.333333333,9.666666667,4.796666667
1040068,0,0,0
1040069,0,0,0
1040070,0.333333333,2.333333333,2.143333333
1040071,6.333333333,6.333333333,0.593333333
1040072,0,0,0
1040073,0,0,0
1040074,0,0,0
1040075,1,1,0.23
1040076,0.333333333,0.333333333,0.156666667
1040077,0,0,0
1040078,0,0,0
1040079,5.333333333,9.333333333,6.343333333
1040080,0.333333333,0.666666667,0.61
1040081,1,3.333333333,2.873333333
1040082,0.333333333,0.666666667,0.51
1040083,7.666666667,21.66666667,18.06
1040084,0,0,0
1040085,0,0,0
1040086,1,3.666666667,2.933333333
1040087,0,0,0
1040088,1.333333333,3.666666667,3.39
1040089,0,0,0
1040090,0,0,0
1040091,0.333333333,2.333333333,2.11
1040092,0.333333333,0.333333333,0.026666667
1040093,8.333333333,13.33333333,9.44
1040094,2.333333333,8.666666667,7.153333333
1040095,0.666666667,2,1.493333333
1040096,2.666666667,9.333333333,7.996666667
1040097,0,0,0
1040098,3.666666667,4.333333333,2.32
1040099,0,0,0
1040100,0,0,0
1040101,0,0,0
1040102,0,0,0
1040103,0.333333333,0.333333333,0.043333333
1040104,0,0,0
1040105,0.333333333,0.666666667,0.44
1040106,0,0,0
1040107,1,3.333333333,2.6
1040108,0,0,0
1040109,0.333333333,0.333333333,0.283333333
1040110,0.333333333,0.666666667,0.36
1040111,0.666666667,0.666666667,0.243333333
1040112,0,0,0
1040113,0,0,0
1040114,0,0,0
1040115,1.666666667,6,4.83
1040116,0,0,0
1040117,0,0,0
1040118,0,0,0
1040119,0.666666667,1,0.756666667
1040120,4.666666667,36.33333333,34.03666667
1040121,0,0,0
1040122,9.666666667,60,53.61
1040123,0,0,0
1040124,0,0,0
1040125,0.666666667,1.666666667,1.363333333
1040126,10.66666667,33,28.10333333
1040127,0,0,0
1040128,0,0,0
1040129,2.333333333,2.333333333,0.296666667
1040130,0.666666667,2,1.586666667
1040131,0,0,0
1040132,0,0,0
1040133,0,0,0
1040134,0,0,0
1040135,2.666666667,3.666666667,2.593333333
1040136,4,17.33333333,15.02666667
1040137,0,0,0
1040138,0,0,0
1040139,0,0,0
1040140,4.333333333,8.333333333,5.843333333
1040141,4.333333333,4.333333333,1.84
1040142,0,0,0
1040143,0,0,0
1040144,3,3.666666667,2.156666667
1040145,0,0,0
1040146,0.666666667,0.666666667,0.3
1040147,0,0,0
1040148,0,0,0
1040149,5,22.66666667,20.28333333
1040150,0,0,0
1040151,11.33333333,40.66666667,33.83
1040152,0,0,0
1040153,0,0,0
1040154,0.333333333,0.333333333,0.283333333
1040155,0,0,0
1040156,0,0,0
1040157,0,0,0
1040158,0,0,0
1040159,14.66666667,30,21.45
1040160,0,0,0
1040161,2.333333333,3,1.45
1040162,0,0,0
1040163,0.333333333,2.333333333,2.323333333
1040164,0,0,0
1040165,0,0,0
1040166,0,0,0
1040167,0,0,0
1040168,0.333333333,10.33333333,10.20666667
1040169,0,0,0
1040170,1.666666667,3.666666667,2.993333333
1040171,0,0,0
1040172,0,0,0
1040173,4.333333333,33.33333333,31.35
1040174,1.333333333,2,1.1
1040175,0,0,0
1040176,0,0,0
1040177,0,0,0
1040178,0,0,0
1040179,14,16.66666667,9.636666667
1040180,4.666666667,8.333333333,5.533333333
1040181,0,0,0
1040182,0,0,0
1040183,0,0,0
1040184,1.333333333,4.666666667,3.82
1040185,0,0,0
1040186,6,6.333333333,4.11
1040187,0,0,0
1040188,0,0,0
1040189,1,3.333333333,2.99
1040190,0,0,0
1040191,0,0,0
1040192,0,0,0
